,timestamp,student_id,activity_type,duration_minutes,day_of_week
34,2025-06-01 09:27:00,S0292,elliptical,63,Sunday
35,2025-06-01 07:22:00,S0299,swimming,54,Sunday
36,2025-06-01 19:11:00,S0094,swimming,90,Sunday
37,2025-06-01 07:21:00,S0189,weights,37,Sunday
38,2025-06-01 19:17:00,S0066,weights,48,Sunday
39,2025-06-01 08:03:00,S0207,weights,26,Sunday
40,2025-06-01 18:51:00,S0257,yoga,51,Sunday
41,2025-06-01 09:38:00,S0186,yoga,57,Sunday
42,2025-06-01 19:33:00,S0186,yoga,86,Sunday
43,2025-06-01 17:39:00,S0245,yoga,31,Sunday
44,2025-06-01 17:14:00,S0061,swimming,61,Sunday
45,2025-06-01 08:01:00,S0007,elliptical,82,Sunday
46,2025-06-01 16:15:00,S0059,swimming,74,Sunday
47,2025-06-01 19:04:00,S0102,elliptical,70,Sunday
48,2025-06-01 12:39:00,S0105,weights,78,Sunday
49,2025-06-01 18:40:00,S0186,swimming,32,Sunday
50,2025-06-01 19:53:00,S0135,weights,88,Sunday
51,2025-06-01 08:27:00,S0114,elliptical,46,Sunday
52,2025-06-01 07:56:00,S0008,treadmill,55,Sunday
53,2025-06-01 17:28:00,S0039,weights,21,Sunday
54,2025-06-01 18:54:00,S0006,treadmill,69,Sunday
55,2025-06-01 18:41:00,S0079,swimming,23,Sunday
56,2025-06-01 17:36:00,S0060,swimming,26,Sunday
57,2025-06-01 12:11:00,S0209,elliptical,31,Sunday
58,2025-06-01 19:11:00,S0258,swimming,82,Sunday
59,2025-06-01 19:47:00,S0286,yoga,46,Sunday
60,2025-06-01 17:36:00,S0269,treadmill,88,Sunday
61,2025-06-01 19:59:00,S0017,weights,38,Sunday
62,2025-06-01 17:49:00,S0072,swimming,25,Sunday
63,2025-06-01 12:25:00,S0174,weights,84,Sunday
64,2025-06-01 19:44:00,S0006,swimming,50,Sunday
65,2025-06-01 17:38:00,S0091,swimming,45,Sunday
66,2025-06-01 19:20:00,S0268,treadmill,80,Sunday
67,2025-06-01 08:38:00,S0168,swimming,22,Sunday
68,2025-06-01 18:34:00,S0223,yoga,23,Sunday
69,2025-06-01 19:16:00,S0076,yoga,33,Sunday
70,2025-06-01 18:09:00,S0278,yoga,59,Sunday
71,2025-06-01 17:00:00,S0223,treadmill,52,Sunday
72,2025-06-01 19:29:00,S0223,yoga,64,Sunday
73,2025-06-01 12:46:00,S0194,treadmill,81,Sunday
74,2025-06-01 19:02:00,S0174,weights,43,Sunday
75,2025-06-01 19:57:00,S0283,treadmill,47,Sunday
76,2025-06-01 12:20:00,S0053,weights,84,Sunday
77,2025-06-01 19:47:00,S0062,treadmill,20,Sunday
78,2025-06-01 18:53:00,S0118,yoga,60,Sunday
79,2025-06-01 09:57:00,S0013,swimming,65,Sunday
80,2025-06-01 09:02:00,S0086,yoga,62,Sunday
81,2025-06-01 19:00:00,S0137,yoga,77,Sunday
82,2025-06-01 12:18:00,S0194,elliptical,42,Sunday
83,2025-06-01 09:18:00,S0025,yoga,76,Sunday
84,2025-06-01 12:21:00,S0264,weights,84,Sunday
85,2025-06-01 19:35:00,S0113,weights,54,Sunday
86,2025-06-01 06:48:00,S0066,yoga,69,Sunday
87,2025-06-01 18:57:00,S0172,treadmill,66,Sunday
88,2025-06-01 20:40:00,S0006,weights,83,Sunday
89,2025-06-01 18:48:00,S0219,yoga,37,Sunday
90,2025-06-01 12:13:00,S0124,elliptical,62,Sunday
91,2025-06-01 17:38:00,S0063,treadmill,26,Sunday
92,2025-06-01 18:30:00,S0131,swimming,22,Sunday
93,2025-06-01 19:05:00,S0121,treadmill,86,Sunday
94,2025-06-01 20:30:00,S0286,swimming,36,Sunday
95,2025-06-01 17:44:00,S0279,swimming,25,Sunday
96,2025-06-01 18:23:00,S0246,treadmill,55,Sunday
97,2025-06-01 17:57:00,S0132,swimming,64,Sunday
98,2025-06-01 09:02:00,S0234,swimming,56,Sunday
99,2025-06-01 09:48:00,S0086,weights,41,Sunday
100,2025-06-01 16:50:00,S0098,elliptical,47,Sunday
101,2025-06-01 12:40:00,S0069,yoga,74,Sunday
102,2025-06-01 18:04:00,S0088,elliptical,66,Sunday
103,2025-06-01 09:34:00,S0119,yoga,29,Sunday
104,2025-06-01 17:00:00,S0053,treadmill,43,Sunday
105,2025-06-01 18:20:00,S0093,elliptical,20,Sunday
106,2025-06-01 16:42:00,S0273,yoga,56,Sunday
107,2025-06-02 08:27:00,S0170,swimming,75,Monday
108,2025-06-02 17:59:00,S0084,weights,26,Monday
109,2025-06-02 18:56:00,S0090,elliptical,53,Monday
110,2025-06-02 18:56:00,S0138,swimming,47,Monday
111,2025-06-02 12:54:00,S0052,weights,60,Monday
112,2025-06-02 18:46:00,S0300,elliptical,55,Monday
113,2025-06-02 12:04:00,S0265,swimming,84,Monday
114,2025-06-02 17:25:00,S0130,yoga,29,Monday
115,2025-06-02 09:09:00,S0115,weights,45,Monday
116,2025-06-02 18:48:00,S0044,treadmill,75,Monday
117,2025-06-02 19:03:00,S0044,treadmill,36,Monday
118,2025-06-02 20:53:00,S0025,treadmill,73,Monday
119,2025-06-02 17:58:00,S0297,swimming,63,Monday
120,2025-06-02 18:00:00,S0113,elliptical,63,Monday
121,2025-06-02 16:13:00,S0033,yoga,51,Monday
122,2025-06-02 09:52:00,S0009,swimming,29,Monday
123,2025-06-02 16:01:00,S0071,yoga,37,Monday
124,2025-06-02 17:55:00,S0226,treadmill,42,Monday
125,2025-06-02 17:26:00,S0047,treadmill,66,Monday
126,2025-06-02 08:20:00,S0120,treadmill,66,Monday
127,2025-06-02 17:31:00,S0216,elliptical,71,Monday
128,2025-06-02 12:42:00,S0103,weights,34,Monday
129,2025-06-02 06:27:00,S0234,yoga,22,Monday
130,2025-06-02 18:32:00,S0186,treadmill,49,Monday
131,2025-06-02 12:45:00,S0268,yoga,22,Monday
132,2025-06-02 07:09:00,S0011,weights,61,Monday
133,2025-06-02 09:44:00,S0190,weights,77,Monday
134,2025-06-02 08:32:00,S0097,yoga,51,Monday
135,2025-06-02 19:57:00,S0083,swimming,25,Monday
136,2025-06-02 19:01:00,S0191,yoga,31,Monday
137,2025-06-02 17:37:00,S0006,treadmill,55,Monday
138,2025-06-02 20:18:00,S0019,treadmill,61,Monday
139,2025-06-02 09:10:00,S0266,yoga,75,Monday
140,2025-06-02 20:01:00,S0047,elliptical,30,Monday
141,2025-06-02 17:30:00,S0164,elliptical,81,Monday
142,2025-06-02 06:22:00,S0275,yoga,41,Monday
143,2025-06-02 18:54:00,S0200,yoga,31,Monday
144,2025-06-02 12:28:00,S0238,weights,32,Monday
145,2025-06-02 18:16:00,S0240,yoga,38,Monday
146,2025-06-02 06:34:00,S0224,treadmill,20,Monday
147,2025-06-02 17:51:00,S0286,treadmill,84,Monday
148,2025-06-02 09:10:00,S0224,yoga,89,Monday
149,2025-06-02 18:07:00,S0046,elliptical,83,Monday
150,2025-06-02 07:24:00,S0176,swimming,31,Monday
151,2025-06-02 18:29:00,S0238,elliptical,26,Monday
152,2025-06-02 18:18:00,S0159,weights,82,Monday
153,2025-06-02 17:09:00,S0087,swimming,87,Monday
154,2025-06-02 09:32:00,S0129,swimming,53,Monday
155,2025-06-02 19:28:00,S0192,weights,51,Monday
156,2025-06-02 07:08:00,S0028,weights,50,Monday
157,2025-06-02 19:09:00,S0184,yoga,86,Monday
158,2025-06-02 12:06:00,S0098,yoga,86,Monday
159,2025-06-02 07:02:00,S0261,treadmill,88,Monday
160,2025-06-02 08:43:00,S0042,treadmill,33,Monday
161,2025-06-02 16:11:00,S0027,elliptical,80,Monday
162,2025-06-02 19:51:00,S0035,treadmill,49,Monday
163,2025-06-02 08:38:00,S0005,yoga,48,Monday
164,2025-06-02 20:44:00,S0104,yoga,69,Monday
165,2025-06-02 12:24:00,S0102,yoga,69,Monday
166,2025-06-02 12:56:00,S0273,elliptical,43,Monday
167,2025-06-02 19:57:00,S0009,weights,41,Monday
168,2025-06-02 18:50:00,S0283,treadmill,33,Monday
169,2025-06-02 07:48:00,S0022,swimming,36,Monday
170,2025-06-02 09:34:00,S0294,weights,32,Monday
171,2025-06-02 20:23:00,S0026,weights,60,Monday
172,2025-06-02 18:10:00,S0179,yoga,63,Monday
173,2025-06-02 12:51:00,S0020,treadmill,45,Monday
174,2025-06-02 17:24:00,S0196,treadmill,21,Monday
175,2025-06-02 19:01:00,S0128,elliptical,62,Monday
176,2025-06-02 08:08:00,S0093,elliptical,52,Monday
177,2025-06-02 08:48:00,S0203,swimming,29,Monday
178,2025-06-02 09:22:00,S0084,yoga,38,Monday
179,2025-06-02 17:55:00,S0025,elliptical,49,Monday
180,2025-06-02 08:49:00,S0283,treadmill,23,Monday
181,2025-06-02 18:43:00,S0197,yoga,57,Monday
182,2025-06-02 17:53:00,S0254,weights,21,Monday
183,2025-06-02 18:03:00,S0264,swimming,80,Monday
184,2025-06-02 07:20:00,S0011,elliptical,46,Monday
185,2025-06-02 09:53:00,S0256,swimming,31,Monday
186,2025-06-02 16:19:00,S0191,elliptical,78,Monday
187,2025-06-02 17:59:00,S0155,swimming,26,Monday
188,2025-06-02 12:47:00,S0155,elliptical,57,Monday
189,2025-06-02 12:05:00,S0269,treadmill,20,Monday
190,2025-06-02 19:12:00,S0197,yoga,47,Monday
191,2025-06-02 20:15:00,S0025,treadmill,41,Monday
192,2025-06-02 18:56:00,S0123,treadmill,25,Monday
193,2025-06-02 19:29:00,S0217,elliptical,53,Monday
194,2025-06-02 17:33:00,S0184,yoga,46,Monday
195,2025-06-02 20:54:00,S0126,weights,47,Monday
196,2025-06-02 16:46:00,S0100,treadmill,87,Monday
197,2025-06-02 16:16:00,S0202,elliptical,66,Monday
198,2025-06-02 16:25:00,S0036,swimming,64,Monday
199,2025-06-02 07:17:00,S0006,swimming,36,Monday
200,2025-06-02 19:34:00,S0154,swimming,27,Monday
201,2025-06-02 07:23:00,S0138,weights,65,Monday
202,2025-06-02 19:08:00,S0269,weights,82,Monday
203,2025-06-02 17:41:00,S0195,weights,20,Monday
204,2025-06-02 07:30:00,S0240,weights,68,Monday
205,2025-06-02 17:57:00,S0161,weights,49,Monday
206,2025-06-02 19:21:00,S0007,weights,54,Monday
207,2025-06-02 19:06:00,S0138,treadmill,71,Monday
208,2025-06-02 17:41:00,S0017,swimming,79,Monday
209,2025-06-02 18:04:00,S0165,swimming,40,Monday
210,2025-06-02 06:07:00,S0198,swimming,69,Monday
211,2025-06-02 18:06:00,S0244,yoga,32,Monday
212,2025-06-02 20:21:00,S0216,yoga,30,Monday
213,2025-06-02 08:55:00,S0169,weights,61,Monday
214,2025-06-02 12:10:00,S0088,treadmill,86,Monday
215,2025-06-02 17:57:00,S0145,weights,67,Monday
216,2025-06-02 12:22:00,S0183,weights,27,Monday
217,2025-06-02 09:04:00,S0197,yoga,31,Monday
218,2025-06-02 19:02:00,S0268,yoga,41,Monday
219,2025-06-02 09:22:00,S0126,yoga,47,Monday
220,2025-06-02 09:13:00,S0151,elliptical,51,Monday
221,2025-06-02 20:30:00,S0071,swimming,55,Monday
222,2025-06-02 18:25:00,S0240,elliptical,48,Monday
223,2025-06-02 12:16:00,S0275,elliptical,22,Monday
224,2025-06-02 17:25:00,S0214,elliptical,69,Monday
225,2025-06-02 18:43:00,S0031,swimming,47,Monday
226,2025-06-02 19:38:00,S0101,weights,74,Monday
227,2025-06-02 18:33:00,S0298,weights,73,Monday
228,2025-06-02 16:17:00,S0021,weights,58,Monday
229,2025-06-02 18:13:00,S0021,elliptical,20,Monday
230,2025-06-02 17:37:00,S0263,weights,67,Monday
231,2025-06-02 19:42:00,S0227,swimming,88,Monday
232,2025-06-02 17:12:00,S0129,treadmill,69,Monday
233,2025-06-02 12:53:00,S0199,yoga,56,Monday
234,2025-06-02 07:10:00,S0229,weights,46,Monday
235,2025-06-02 18:47:00,S0082,yoga,36,Monday
236,2025-06-02 17:35:00,S0119,weights,90,Monday
237,2025-06-02 09:34:00,S0077,treadmill,64,Monday
238,2025-06-02 16:55:00,S0090,yoga,52,Monday
239,2025-06-02 18:40:00,S0056,treadmill,85,Monday
240,2025-06-02 12:33:00,S0011,weights,76,Monday
241,2025-06-02 06:15:00,S0144,yoga,23,Monday
242,2025-06-02 17:52:00,S0097,yoga,24,Monday
243,2025-06-02 17:21:00,S0160,treadmill,49,Monday
244,2025-06-02 08:16:00,S0125,swimming,35,Monday
245,2025-06-02 08:58:00,S0163,swimming,58,Monday
246,2025-06-02 18:42:00,S0152,elliptical,89,Monday
247,2025-06-02 19:06:00,S0190,swimming,42,Monday
248,2025-06-02 20:45:00,S0068,weights,29,Monday
249,2025-06-02 06:39:00,S0171,weights,56,Monday
250,2025-06-02 08:25:00,S0272,swimming,47,Monday
251,2025-06-02 12:23:00,S0004,yoga,61,Monday
252,2025-06-02 19:09:00,S0074,elliptical,46,Monday
253,2025-06-02 12:26:00,S0273,elliptical,86,Monday
254,2025-06-02 08:48:00,S0136,yoga,44,Monday
255,2025-06-02 18:09:00,S0128,weights,33,Monday
256,2025-06-02 18:30:00,S0097,weights,39,Monday
257,2025-06-02 16:19:00,S0279,swimming,55,Monday
258,2025-06-02 18:18:00,S0147,yoga,55,Monday
259,2025-06-02 18:53:00,S0157,treadmill,22,Monday
260,2025-06-02 20:59:00,S0282,yoga,89,Monday
261,2025-06-02 19:09:00,S0152,treadmill,75,Monday
262,2025-06-02 18:36:00,S0005,weights,34,Monday
263,2025-06-02 17:31:00,S0293,weights,26,Monday
264,2025-06-02 17:37:00,S0130,treadmill,33,Monday
265,2025-06-02 12:20:00,S0133,swimming,36,Monday
266,2025-06-02 19:50:00,S0288,weights,48,Monday
267,2025-06-02 07:26:00,S0208,weights,88,Monday
268,2025-06-02 06:35:00,S0184,swimming,64,Monday
269,2025-06-02 08:32:00,S0016,swimming,89,Monday
270,2025-06-02 17:54:00,S0103,swimming,79,Monday
271,2025-06-02 18:07:00,S0119,weights,79,Monday
272,2025-06-02 12:33:00,S0127,weights,61,Monday
273,2025-06-02 16:39:00,S0003,yoga,28,Monday
274,2025-06-02 19:02:00,S0133,yoga,83,Monday
275,2025-06-02 09:09:00,S0003,weights,86,Monday
276,2025-06-02 17:32:00,S0180,weights,64,Monday
277,2025-06-02 17:15:00,S0155,treadmill,42,Monday
278,2025-06-02 17:14:00,S0007,weights,35,Monday
279,2025-06-02 17:51:00,S0005,elliptical,26,Monday
280,2025-06-02 18:52:00,S0056,weights,44,Monday
281,2025-06-02 07:00:00,S0274,elliptical,80,Monday
282,2025-06-02 17:29:00,S0234,treadmill,30,Monday
283,2025-06-02 18:31:00,S0016,swimming,26,Monday
284,2025-06-02 19:45:00,S0239,elliptical,72,Monday
285,2025-06-02 18:34:00,S0248,weights,89,Monday
286,2025-06-02 09:44:00,S0069,elliptical,50,Monday
287,2025-06-02 12:23:00,S0142,treadmill,72,Monday
288,2025-06-02 18:42:00,S0263,swimming,34,Monday
289,2025-06-02 07:27:00,S0248,swimming,38,Monday
290,2025-06-02 12:58:00,S0060,swimming,47,Monday
291,2025-06-02 18:27:00,S0265,yoga,37,Monday
292,2025-06-02 17:18:00,S0080,yoga,21,Monday
293,2025-06-02 19:55:00,S0039,yoga,55,Monday
294,2025-06-02 19:23:00,S0292,yoga,24,Monday
295,2025-06-02 09:10:00,S0191,elliptical,66,Monday
296,2025-06-02 18:38:00,S0268,treadmill,89,Monday
297,2025-06-02 17:07:00,S0043,swimming,51,Monday
298,2025-06-02 19:26:00,S0180,elliptical,50,Monday
299,2025-06-02 08:07:00,S0207,swimming,82,Monday
300,2025-06-02 07:49:00,S0102,yoga,52,Monday
301,2025-06-02 12:56:00,S0284,elliptical,22,Monday
302,2025-06-02 07:50:00,S0140,elliptical,78,Monday
303,2025-06-02 12:33:00,S0155,swimming,64,Monday
304,2025-06-02 12:16:00,S0289,yoga,64,Monday
305,2025-06-02 19:20:00,S0035,weights,45,Monday
306,2025-06-03 17:52:00,S0101,swimming,42,Tuesday
307,2025-06-03 12:57:00,S0102,treadmill,59,Tuesday
308,2025-06-03 19:25:00,S0244,elliptical,54,Tuesday
309,2025-06-03 17:02:00,S0001,swimming,72,Tuesday
310,2025-06-03 18:23:00,S0150,treadmill,53,Tuesday
311,2025-06-03 12:29:00,S0104,elliptical,66,Tuesday
312,2025-06-03 17:45:00,S0259,elliptical,53,Tuesday
313,2025-06-03 09:13:00,S0200,weights,34,Tuesday
314,2025-06-03 09:13:00,S0254,swimming,90,Tuesday
315,2025-06-03 08:50:00,S0005,weights,73,Tuesday
316,2025-06-03 16:43:00,S0133,swimming,36,Tuesday
317,2025-06-03 19:56:00,S0003,elliptical,37,Tuesday
318,2025-06-03 18:25:00,S0103,elliptical,49,Tuesday
319,2025-06-03 12:46:00,S0171,treadmill,72,Tuesday
320,2025-06-03 12:58:00,S0219,treadmill,48,Tuesday
321,2025-06-03 18:02:00,S0117,treadmill,54,Tuesday
322,2025-06-03 06:14:00,S0096,swimming,72,Tuesday
323,2025-06-03 16:49:00,S0086,swimming,47,Tuesday
324,2025-06-03 19:39:00,S0137,weights,29,Tuesday
325,2025-06-03 18:39:00,S0280,swimming,84,Tuesday
326,2025-06-03 12:38:00,S0167,elliptical,71,Tuesday
327,2025-06-03 12:33:00,S0209,treadmill,82,Tuesday
328,2025-06-03 09:01:00,S0046,weights,34,Tuesday
329,2025-06-03 19:15:00,S0160,elliptical,73,Tuesday
330,2025-06-03 17:12:00,S0038,treadmill,32,Tuesday
331,2025-06-03 17:31:00,S0047,weights,55,Tuesday
332,2025-06-03 08:10:00,S0148,swimming,47,Tuesday
333,2025-06-03 20:00:00,S0261,elliptical,83,Tuesday
334,2025-06-03 17:21:00,S0113,treadmill,68,Tuesday
335,2025-06-03 19:22:00,S0046,weights,49,Tuesday
336,2025-06-03 07:00:00,S0278,treadmill,43,Tuesday
337,2025-06-03 19:00:00,S0056,swimming,49,Tuesday
338,2025-06-03 17:29:00,S0292,weights,27,Tuesday
339,2025-06-03 20:46:00,S0273,weights,57,Tuesday
340,2025-06-03 18:00:00,S0055,swimming,90,Tuesday
341,2025-06-03 08:11:00,S0200,elliptical,52,Tuesday
342,2025-06-03 18:40:00,S0271,elliptical,26,Tuesday
343,2025-06-03 19:49:00,S0254,swimming,70,Tuesday
344,2025-06-03 17:49:00,S0073,yoga,67,Tuesday
345,2025-06-03 12:44:00,S0027,elliptical,52,Tuesday
346,2025-06-03 12:08:00,S0128,yoga,27,Tuesday
347,2025-06-03 12:43:00,S0230,swimming,40,Tuesday
348,2025-06-03 19:33:00,S0215,treadmill,53,Tuesday
349,2025-06-03 19:47:00,S0082,yoga,69,Tuesday
350,2025-06-03 18:03:00,S0157,elliptical,84,Tuesday
351,2025-06-03 18:11:00,S0214,yoga,50,Tuesday
352,2025-06-03 08:54:00,S0207,yoga,23,Tuesday
353,2025-06-03 18:35:00,S0043,treadmill,39,Tuesday
354,2025-06-03 19:41:00,S0162,treadmill,83,Tuesday
355,2025-06-03 12:23:00,S0065,elliptical,35,Tuesday
356,2025-06-03 18:24:00,S0208,weights,73,Tuesday
357,2025-06-03 19:48:00,S0209,yoga,46,Tuesday
358,2025-06-03 08:43:00,S0002,yoga,31,Tuesday
359,2025-06-03 17:45:00,S0258,elliptical,44,Tuesday
360,2025-06-03 18:17:00,S0157,weights,48,Tuesday
361,2025-06-03 19:41:00,S0266,swimming,57,Tuesday
362,2025-06-03 16:06:00,S0214,treadmill,43,Tuesday
363,2025-06-03 18:03:00,S0082,yoga,59,Tuesday
364,2025-06-03 19:00:00,S0070,weights,33,Tuesday
365,2025-06-03 12:36:00,S0145,yoga,80,Tuesday
366,2025-06-03 18:20:00,S0114,weights,69,Tuesday
367,2025-06-03 08:42:00,S0275,elliptical,40,Tuesday
368,2025-06-03 18:29:00,S0049,treadmill,22,Tuesday
369,2025-06-03 19:40:00,S0209,treadmill,68,Tuesday
370,2025-06-03 06:24:00,S0047,swimming,79,Tuesday
371,2025-06-03 18:18:00,S0102,yoga,89,Tuesday
372,2025-06-03 06:33:00,S0083,elliptical,34,Tuesday
373,2025-06-03 12:33:00,S0224,treadmill,76,Tuesday
374,2025-06-03 18:22:00,S0288,elliptical,64,Tuesday
375,2025-06-03 17:29:00,S0114,elliptical,61,Tuesday
376,2025-06-03 16:31:00,S0096,weights,20,Tuesday
377,2025-06-03 18:09:00,S0259,swimming,77,Tuesday
378,2025-06-03 19:41:00,S0156,weights,23,Tuesday
379,2025-06-03 09:23:00,S0025,weights,36,Tuesday
380,2025-06-03 09:45:00,S0284,elliptical,60,Tuesday
381,2025-06-03 17:52:00,S0222,swimming,59,Tuesday
382,2025-06-03 19:09:00,S0223,swimming,51,Tuesday
383,2025-06-03 09:00:00,S0032,treadmill,88,Tuesday
384,2025-06-03 18:12:00,S0084,treadmill,80,Tuesday
385,2025-06-03 12:15:00,S0050,elliptical,85,Tuesday
386,2025-06-03 19:35:00,S0153,treadmill,77,Tuesday
387,2025-06-03 19:16:00,S0210,treadmill,50,Tuesday
388,2025-06-03 17:32:00,S0184,swimming,87,Tuesday
389,2025-06-03 19:38:00,S0280,yoga,85,Tuesday
390,2025-06-03 18:25:00,S0286,yoga,71,Tuesday
391,2025-06-03 16:34:00,S0161,elliptical,83,Tuesday
392,2025-06-03 09:52:00,S0148,treadmill,81,Tuesday
393,2025-06-03 17:57:00,S0184,weights,66,Tuesday
394,2025-06-03 06:22:00,S0239,weights,24,Tuesday
395,2025-06-03 12:35:00,S0227,treadmill,57,Tuesday
396,2025-06-03 17:11:00,S0168,yoga,61,Tuesday
397,2025-06-03 08:44:00,S0159,elliptical,28,Tuesday
398,2025-06-03 16:10:00,S0139,yoga,61,Tuesday
399,2025-06-03 09:40:00,S0150,weights,84,Tuesday
400,2025-06-03 19:41:00,S0172,yoga,33,Tuesday
401,2025-06-03 12:11:00,S0283,weights,74,Tuesday
402,2025-06-03 07:28:00,S0239,elliptical,64,Tuesday
403,2025-06-03 07:58:00,S0186,elliptical,87,Tuesday
404,2025-06-03 08:41:00,S0081,yoga,55,Tuesday
405,2025-06-03 19:26:00,S0050,elliptical,55,Tuesday
406,2025-06-03 16:49:00,S0129,weights,22,Tuesday
407,2025-06-03 08:05:00,S0036,treadmill,38,Tuesday
408,2025-06-03 19:28:00,S0246,swimming,75,Tuesday
409,2025-06-03 18:55:00,S0225,treadmill,47,Tuesday
410,2025-06-03 17:07:00,S0107,treadmill,74,Tuesday
411,2025-06-03 07:45:00,S0008,treadmill,34,Tuesday
412,2025-06-03 12:03:00,S0225,treadmill,45,Tuesday
413,2025-06-03 20:08:00,S0136,weights,89,Tuesday
414,2025-06-03 12:10:00,S0086,elliptical,46,Tuesday
415,2025-06-03 19:59:00,S0033,swimming,76,Tuesday
416,2025-06-03 18:57:00,S0138,yoga,48,Tuesday
417,2025-06-03 20:35:00,S0204,swimming,81,Tuesday
418,2025-06-03 18:23:00,S0184,treadmill,69,Tuesday
419,2025-06-04 18:08:00,S0291,swimming,37,Wednesday
420,2025-06-04 19:26:00,S0122,swimming,81,Wednesday
421,2025-06-04 06:42:00,S0176,weights,53,Wednesday
422,2025-06-04 16:18:00,S0074,swimming,81,Wednesday
423,2025-06-04 16:50:00,S0267,swimming,37,Wednesday
424,2025-06-04 09:17:00,S0229,swimming,86,Wednesday
425,2025-06-04 08:59:00,S0193,yoga,89,Wednesday
426,2025-06-04 12:59:00,S0285,yoga,32,Wednesday
427,2025-06-04 16:23:00,S0029,weights,72,Wednesday
428,2025-06-04 18:07:00,S0261,yoga,51,Wednesday
429,2025-06-04 17:03:00,S0261,treadmill,35,Wednesday
430,2025-06-04 17:49:00,S0070,weights,46,Wednesday
431,2025-06-04 07:30:00,S0209,treadmill,53,Wednesday
432,2025-06-04 17:49:00,S0140,treadmill,33,Wednesday
433,2025-06-04 17:46:00,S0186,elliptical,46,Wednesday
434,2025-06-04 06:43:00,S0228,treadmill,35,Wednesday
435,2025-06-04 08:02:00,S0239,weights,48,Wednesday
436,2025-06-04 18:56:00,S0122,elliptical,67,Wednesday
437,2025-06-04 19:01:00,S0047,weights,85,Wednesday
438,2025-06-04 18:46:00,S0257,yoga,63,Wednesday
439,2025-06-04 17:42:00,S0256,yoga,36,Wednesday
440,2025-06-04 17:40:00,S0287,yoga,71,Wednesday
441,2025-06-04 16:27:00,S0201,treadmill,38,Wednesday
442,2025-06-04 07:04:00,S0101,swimming,27,Wednesday
443,2025-06-04 19:00:00,S0203,elliptical,87,Wednesday
444,2025-06-04 18:20:00,S0005,weights,85,Wednesday
445,2025-06-04 12:44:00,S0146,swimming,28,Wednesday
446,2025-06-04 16:19:00,S0084,swimming,27,Wednesday
447,2025-06-04 12:08:00,S0220,elliptical,41,Wednesday
448,2025-06-04 18:13:00,S0168,yoga,43,Wednesday
449,2025-06-04 19:55:00,S0278,elliptical,43,Wednesday
450,2025-06-04 17:36:00,S0153,elliptical,52,Wednesday
451,2025-06-04 20:52:00,S0078,weights,35,Wednesday
452,2025-06-04 18:14:00,S0061,yoga,66,Wednesday
453,2025-06-04 19:18:00,S0013,elliptical,60,Wednesday
454,2025-06-04 12:42:00,S0255,swimming,88,Wednesday
455,2025-06-04 12:39:00,S0110,swimming,68,Wednesday
456,2025-06-04 07:22:00,S0200,elliptical,73,Wednesday
457,2025-06-04 09:38:00,S0058,yoga,73,Wednesday
458,2025-06-04 17:08:00,S0068,elliptical,89,Wednesday
459,2025-06-04 18:24:00,S0029,elliptical,40,Wednesday
460,2025-06-04 18:08:00,S0254,weights,42,Wednesday
461,2025-06-04 18:32:00,S0204,yoga,79,Wednesday
462,2025-06-04 09:00:00,S0165,swimming,58,Wednesday
