timestamp,student_id,activity_type,duration_minutes,day_of_week
2025-06-01 18:20:00,S0093,elliptical,20,Sunday
2025-06-01 16:42:00,S0273,yoga,56,Sunday
2025-06-02 08:27:00,S0170,swimming,75,Monday
2025-06-02 17:59:00,S0084,weights,26,Monday
2025-06-02 18:56:00,S0090,elliptical,53,Monday
2025-06-02 18:56:00,S0138,swimming,47,Monday
2025-06-02 12:54:00,S0052,weights,60,Monday
2025-06-02 18:46:00,S0300,elliptical,55,Monday
2025-06-02 12:04:00,S0265,swimming,84,Monday
2025-06-02 17:25:00,S0130,yoga,29,Monday
2025-06-02 09:09:00,S0115,weights,45,Monday
2025-06-02 18:48:00,S0044,treadmill,75,Monday
2025-06-02 19:03:00,S0044,treadmill,36,Monday
2025-06-02 20:53:00,S0025,treadmill,73,Monday
2025-06-02 17:58:00,S0297,swimming,63,Monday
2025-06-02 18:00:00,S0113,elliptical,63,Monday
2025-06-02 16:13:00,S0033,yoga,51,Monday
2025-06-02 09:52:00,S0009,swimming,29,Monday
2025-06-02 16:01:00,S0071,yoga,37,Monday
2025-06-02 17:55:00,S0226,treadmill,42,Monday
2025-06-02 17:26:00,S0047,treadmill,66,Monday
2025-06-02 08:20:00,S0120,treadmill,66,Monday
2025-06-02 17:31:00,S0216,elliptical,71,Monday
2025-06-02 12:42:00,S0103,weights,34,Monday
2025-06-02 06:27:00,S0234,yoga,22,Monday
2025-06-02 18:32:00,S0186,treadmill,49,Monday
2025-06-02 12:45:00,S0268,yoga,22,Monday
2025-06-02 07:09:00,S0011,weights,61,Monday
2025-06-02 09:44:00,S0190,weights,77,Monday
2025-06-02 08:32:00,S0097,yoga,51,Monday
2025-06-02 19:57:00,S0083,swimming,25,Monday
2025-06-02 19:01:00,S0191,yoga,31,Monday
2025-06-02 17:37:00,S0006,treadmill,55,Monday
2025-06-02 20:18:00,S0019,treadmill,61,Monday
2025-06-02 09:10:00,S0266,yoga,75,Monday
2025-06-02 20:01:00,S0047,elliptical,30,Monday
2025-06-02 17:30:00,S0164,elliptical,81,Monday
2025-06-02 06:22:00,S0275,yoga,41,Monday
2025-06-02 18:54:00,S0200,yoga,31,Monday
2025-06-02 12:28:00,S0238,weights,32,Monday
2025-06-02 18:16:00,S0240,yoga,38,Monday
2025-06-02 06:34:00,S0224,treadmill,20,Monday
2025-06-02 17:51:00,S0286,treadmill,84,Monday
2025-06-02 09:10:00,S0224,yoga,89,Monday
2025-06-02 18:07:00,S0046,elliptical,83,Monday
2025-06-02 07:24:00,S0176,swimming,31,Monday
2025-06-02 18:29:00,S0238,elliptical,26,Monday
2025-06-02 18:18:00,S0159,weights,82,Monday
2025-06-02 17:09:00,S0087,swimming,87,Monday
2025-06-02 09:32:00,S0129,swimming,53,Monday
2025-06-02 19:28:00,S0192,weights,51,Monday
2025-06-02 07:08:00,S0028,weights,50,Monday
2025-06-02 19:09:00,S0184,yoga,86,Monday
2025-06-02 12:06:00,S0098,yoga,86,Monday
2025-06-02 07:02:00,S0261,treadmill,88,Monday
2025-06-02 08:43:00,S0042,treadmill,33,Monday
2025-06-02 16:11:00,S0027,elliptical,80,Monday
2025-06-02 19:51:00,S0035,treadmill,49,Monday
2025-06-02 08:38:00,S0005,yoga,48,Monday
2025-06-02 20:44:00,S0104,yoga,69,Monday
2025-06-02 12:24:00,S0102,yoga,69,Monday
2025-06-02 12:56:00,S0273,elliptical,43,Monday
2025-06-02 19:57:00,S0009,weights,41,Monday
2025-06-02 18:50:00,S0283,treadmill,33,Monday
2025-06-02 07:48:00,S0022,swimming,36,Monday
2025-06-02 09:34:00,S0294,weights,32,Monday
2025-06-02 20:23:00,S0026,weights,60,Monday
2025-06-02 18:10:00,S0179,yoga,63,Monday
2025-06-02 12:51:00,S0020,treadmill,45,Monday
2025-06-02 17:24:00,S0196,treadmill,21,Monday
2025-06-02 19:01:00,S0128,elliptical,62,Monday
2025-06-02 08:08:00,S0093,elliptical,52,Monday
2025-06-02 08:48:00,S0203,swimming,29,Monday
2025-06-02 09:22:00,S0084,yoga,38,Monday
2025-06-02 17:55:00,S0025,elliptical,49,Monday
2025-06-02 08:49:00,S0283,treadmill,23,Monday
2025-06-02 18:43:00,S0197,yoga,57,Monday
2025-06-02 17:53:00,S0254,weights,21,Monday
2025-06-02 18:03:00,S0264,swimming,80,Monday
2025-06-02 07:20:00,S0011,elliptical,46,Monday
2025-06-02 09:53:00,S0256,swimming,31,Monday
2025-06-02 16:19:00,S0191,elliptical,78,Monday
2025-06-02 17:59:00,S0155,swimming,26,Monday
2025-06-02 12:47:00,S0155,elliptical,57,Monday
2025-06-02 12:05:00,S0269,treadmill,20,Monday
2025-06-02 19:12:00,S0197,yoga,47,Monday
2025-06-02 20:15:00,S0025,treadmill,41,Monday
2025-06-02 18:56:00,S0123,treadmill,25,Monday
2025-06-02 19:29:00,S0217,elliptical,53,Monday
2025-06-02 17:33:00,S0184,yoga,46,Monday
2025-06-02 20:54:00,S0126,weights,47,Monday
2025-06-02 16:46:00,S0100,treadmill,87,Monday
2025-06-02 16:16:00,S0202,elliptical,66,Monday
2025-06-02 16:25:00,S0036,swimming,64,Monday
2025-06-02 07:17:00,S0006,swimming,36,Monday
2025-06-02 19:34:00,S0154,swimming,27,Monday
2025-06-02 07:23:00,S0138,weights,65,Monday
2025-06-02 19:08:00,S0269,weights,82,Monday
2025-06-02 17:41:00,S0195,weights,20,Monday
2025-06-02 07:30:00,S0240,weights,68,Monday
2025-06-02 17:57:00,S0161,weights,49,Monday
2025-06-02 19:21:00,S0007,weights,54,Monday
2025-06-02 19:06:00,S0138,treadmill,71,Monday
2025-06-02 17:41:00,S0017,swimming,79,Monday
2025-06-02 18:04:00,S0165,swimming,40,Monday
2025-06-02 06:07:00,S0198,swimming,69,Monday
2025-06-02 18:06:00,S0244,yoga,32,Monday
2025-06-02 20:21:00,S0216,yoga,30,Monday
2025-06-02 08:55:00,S0169,weights,61,Monday
2025-06-02 12:10:00,S0088,treadmill,86,Monday
2025-06-02 17:57:00,S0145,weights,67,Monday
2025-06-02 12:22:00,S0183,weights,27,Monday
2025-06-02 09:04:00,S0197,yoga,31,Monday
2025-06-02 19:02:00,S0268,yoga,41,Monday
2025-06-02 09:22:00,S0126,yoga,47,Monday
2025-06-02 09:13:00,S0151,elliptical,51,Monday
2025-06-02 20:30:00,S0071,swimming,55,Monday
2025-06-02 18:25:00,S0240,elliptical,48,Monday
2025-06-02 12:16:00,S0275,elliptical,22,Monday
2025-06-02 17:25:00,S0214,elliptical,69,Monday
2025-06-02 18:43:00,S0031,swimming,47,Monday
2025-06-02 19:38:00,S0101,weights,74,Monday
2025-06-02 18:33:00,S0298,weights,73,Monday
2025-06-02 16:17:00,S0021,weights,58,Monday
2025-06-02 18:13:00,S0021,elliptical,20,Monday
2025-06-02 17:37:00,S0263,weights,67,Monday
2025-06-02 19:42:00,S0227,swimming,88,Monday
2025-06-02 17:12:00,S0129,treadmill,69,Monday
2025-06-02 12:53:00,S0199,yoga,56,Monday
2025-06-02 07:10:00,S0229,weights,46,Monday
2025-06-02 18:47:00,S0082,yoga,36,Monday
2025-06-02 17:35:00,S0119,weights,90,Monday
2025-06-02 09:34:00,S0077,treadmill,64,Monday
2025-06-02 16:55:00,S0090,yoga,52,Monday
2025-06-02 18:40:00,S0056,treadmill,85,Monday
2025-06-02 12:33:00,S0011,weights,76,Monday
2025-06-02 06:15:00,S0144,yoga,23,Monday
2025-06-02 17:52:00,S0097,yoga,24,Monday
2025-06-02 17:21:00,S0160,treadmill,49,Monday
2025-06-02 08:16:00,S0125,swimming,35,Monday
2025-06-02 08:58:00,S0163,swimming,58,Monday
2025-06-02 18:42:00,S0152,elliptical,89,Monday
2025-06-02 19:06:00,S0190,swimming,42,Monday
2025-06-02 20:45:00,S0068,weights,29,Monday
2025-06-02 06:39:00,S0171,weights,56,Monday
2025-06-02 08:25:00,S0272,swimming,47,Monday
2025-06-02 12:23:00,S0004,yoga,61,Monday
2025-06-02 19:09:00,S0074,elliptical,46,Monday
2025-06-02 12:26:00,S0273,elliptical,86,Monday
2025-06-02 08:48:00,S0136,yoga,44,Monday
2025-06-02 18:09:00,S0128,weights,33,Monday
2025-06-02 18:30:00,S0097,weights,39,Monday
2025-06-02 16:19:00,S0279,swimming,55,Monday
2025-06-02 18:18:00,S0147,yoga,55,Monday
2025-06-02 18:53:00,S0157,treadmill,22,Monday
2025-06-02 20:59:00,S0282,yoga,89,Monday
2025-06-02 19:09:00,S0152,treadmill,75,Monday
2025-06-02 18:36:00,S0005,weights,34,Monday
2025-06-02 17:31:00,S0293,weights,26,Monday
2025-06-02 17:37:00,S0130,treadmill,33,Monday
2025-06-02 12:20:00,S0133,swimming,36,Monday
2025-06-02 19:50:00,S0288,weights,48,Monday
2025-06-02 07:26:00,S0208,weights,88,Monday
2025-06-02 06:35:00,S0184,swimming,64,Monday
2025-06-02 08:32:00,S0016,swimming,89,Monday
2025-06-02 17:54:00,S0103,swimming,79,Monday
2025-06-02 18:07:00,S0119,weights,79,Monday
2025-06-02 12:33:00,S0127,weights,61,Monday
2025-06-02 16:39:00,S0003,yoga,28,Monday
2025-06-02 19:02:00,S0133,yoga,83,Monday
2025-06-02 09:09:00,S0003,weights,86,Monday
2025-06-02 17:32:00,S0180,weights,64,Monday
2025-06-02 17:15:00,S0155,treadmill,42,Monday
2025-06-02 17:14:00,S0007,weights,35,Monday
2025-06-02 17:51:00,S0005,elliptical,26,Monday
2025-06-02 18:52:00,S0056,weights,44,Monday
2025-06-02 07:00:00,S0274,elliptical,80,Monday
2025-06-02 17:29:00,S0234,treadmill,30,Monday
2025-06-02 18:31:00,S0016,swimming,26,Monday
2025-06-02 19:45:00,S0239,elliptical,72,Monday
2025-06-02 18:34:00,S0248,weights,89,Monday
2025-06-02 09:44:00,S0069,elliptical,50,Monday
2025-06-02 12:23:00,S0142,treadmill,72,Monday
2025-06-02 18:42:00,S0263,swimming,34,Monday
2025-06-02 07:27:00,S0248,swimming,38,Monday
2025-06-02 12:58:00,S0060,swimming,47,Monday
2025-06-02 18:27:00,S0265,yoga,37,Monday
2025-06-02 17:18:00,S0080,yoga,21,Monday
2025-06-02 19:55:00,S0039,yoga,55,Monday
2025-06-02 19:23:00,S0292,yoga,24,Monday
2025-06-02 09:10:00,S0191,elliptical,66,Monday
2025-06-02 18:38:00,S0268,treadmill,89,Monday
2025-06-02 17:07:00,S0043,swimming,51,Monday
2025-06-02 19:26:00,S0180,elliptical,50,Monday
2025-06-02 08:07:00,S0207,swimming,82,Monday
2025-06-02 07:49:00,S0102,yoga,52,Monday
2025-06-02 12:56:00,S0284,elliptical,22,Monday
2025-06-02 07:50:00,S0140,elliptical,78,Monday
2025-06-02 12:33:00,S0155,swimming,64,Monday
2025-06-02 12:16:00,S0289,yoga,64,Monday
2025-06-02 19:20:00,S0035,weights,45,Monday
2025-06-03 17:52:00,S0101,swimming,42,Tuesday
2025-06-03 12:57:00,S0102,treadmill,59,Tuesday
2025-06-03 19:25:00,S0244,elliptical,54,Tuesday
2025-06-03 17:02:00,S0001,swimming,72,Tuesday
2025-06-03 18:23:00,S0150,treadmill,53,Tuesday
2025-06-03 12:29:00,S0104,elliptical,66,Tuesday
2025-06-03 17:45:00,S0259,elliptical,53,Tuesday
2025-06-03 09:13:00,S0200,weights,34,Tuesday
2025-06-03 09:13:00,S0254,swimming,90,Tuesday
2025-06-03 08:50:00,S0005,weights,73,Tuesday
2025-06-03 16:43:00,S0133,swimming,36,Tuesday
2025-06-03 19:56:00,S0003,elliptical,37,Tuesday
2025-06-03 18:25:00,S0103,elliptical,49,Tuesday
2025-06-03 12:46:00,S0171,treadmill,72,Tuesday
2025-06-03 12:58:00,S0219,treadmill,48,Tuesday
2025-06-03 18:02:00,S0117,treadmill,54,Tuesday
2025-06-03 06:14:00,S0096,swimming,72,Tuesday
2025-06-03 16:49:00,S0086,swimming,47,Tuesday
2025-06-03 19:39:00,S0137,weights,29,Tuesday
2025-06-03 18:39:00,S0280,swimming,84,Tuesday
2025-06-03 12:38:00,S0167,elliptical,71,Tuesday
2025-06-03 12:33:00,S0209,treadmill,82,Tuesday
2025-06-03 09:01:00,S0046,weights,34,Tuesday
2025-06-03 19:15:00,S0160,elliptical,73,Tuesday
2025-06-03 17:12:00,S0038,treadmill,32,Tuesday
2025-06-03 17:31:00,S0047,weights,55,Tuesday
2025-06-03 08:10:00,S0148,swimming,47,Tuesday
2025-06-03 20:00:00,S0261,elliptical,83,Tuesday
2025-06-03 17:21:00,S0113,treadmill,68,Tuesday
2025-06-03 19:22:00,S0046,weights,49,Tuesday
2025-06-03 07:00:00,S0278,treadmill,43,Tuesday
2025-06-03 19:00:00,S0056,swimming,49,Tuesday
2025-06-03 17:29:00,S0292,weights,27,Tuesday
2025-06-03 20:46:00,S0273,weights,57,Tuesday
2025-06-03 18:00:00,S0055,swimming,90,Tuesday
2025-06-03 08:11:00,S0200,elliptical,52,Tuesday
2025-06-03 18:40:00,S0271,elliptical,26,Tuesday
2025-06-03 19:49:00,S0254,swimming,70,Tuesday
2025-06-03 17:49:00,S0073,yoga,67,Tuesday
2025-06-03 12:44:00,S0027,elliptical,52,Tuesday
2025-06-03 12:08:00,S0128,yoga,27,Tuesday
2025-06-03 12:43:00,S0230,swimming,40,Tuesday
2025-06-03 19:33:00,S0215,treadmill,53,Tuesday
2025-06-03 19:47:00,S0082,yoga,69,Tuesday
2025-06-03 18:03:00,S0157,elliptical,84,Tuesday
2025-06-03 18:11:00,S0214,yoga,50,Tuesday
2025-06-03 08:54:00,S0207,yoga,23,Tuesday
2025-06-03 18:35:00,S0043,treadmill,39,Tuesday
2025-06-03 19:41:00,S0162,treadmill,83,Tuesday
2025-06-03 12:23:00,S0065,elliptical,35,Tuesday
2025-06-03 18:24:00,S0208,weights,73,Tuesday
2025-06-03 19:48:00,S0209,yoga,46,Tuesday
2025-06-03 08:43:00,S0002,yoga,31,Tuesday
2025-06-03 17:45:00,S0258,elliptical,44,Tuesday
2025-06-03 18:17:00,S0157,weights,48,Tuesday
2025-06-03 19:41:00,S0266,swimming,57,Tuesday
2025-06-03 16:06:00,S0214,treadmill,43,Tuesday
2025-06-03 18:03:00,S0082,yoga,59,Tuesday
2025-06-03 19:00:00,S0070,weights,33,Tuesday
2025-06-03 12:36:00,S0145,yoga,80,Tuesday
2025-06-03 18:20:00,S0114,weights,69,Tuesday
2025-06-03 08:42:00,S0275,elliptical,40,Tuesday
2025-06-03 18:29:00,S0049,treadmill,22,Tuesday
2025-06-03 19:40:00,S0209,treadmill,68,Tuesday
2025-06-03 06:24:00,S0047,swimming,79,Tuesday
2025-06-03 18:18:00,S0102,yoga,89,Tuesday
2025-06-03 06:33:00,S0083,elliptical,34,Tuesday
2025-06-03 12:33:00,S0224,treadmill,76,Tuesday
2025-06-03 18:22:00,S0288,elliptical,64,Tuesday
2025-06-03 17:29:00,S0114,elliptical,61,Tuesday
2025-06-03 16:31:00,S0096,weights,20,Tuesday
2025-06-03 18:09:00,S0259,swimming,77,Tuesday
2025-06-03 19:41:00,S0156,weights,23,Tuesday
2025-06-03 09:23:00,S0025,weights,36,Tuesday
2025-06-03 09:45:00,S0284,elliptical,60,Tuesday
2025-06-03 17:52:00,S0222,swimming,59,Tuesday
2025-06-03 19:09:00,S0223,swimming,51,Tuesday
2025-06-03 09:00:00,S0032,treadmill,88,Tuesday
2025-06-03 18:12:00,S0084,treadmill,80,Tuesday
2025-06-03 12:15:00,S0050,elliptical,85,Tuesday
2025-06-03 19:35:00,S0153,treadmill,77,Tuesday
2025-06-03 19:16:00,S0210,treadmill,50,Tuesday
2025-06-03 17:32:00,S0184,swimming,87,Tuesday
2025-06-03 19:38:00,S0280,yoga,85,Tuesday
2025-06-03 18:25:00,S0286,yoga,71,Tuesday
2025-06-03 16:34:00,S0161,elliptical,83,Tuesday
2025-06-03 09:52:00,S0148,treadmill,81,Tuesday
2025-06-03 17:57:00,S0184,weights,66,Tuesday
2025-06-03 06:22:00,S0239,weights,24,Tuesday
2025-06-03 12:35:00,S0227,treadmill,57,Tuesday
2025-06-03 17:11:00,S0168,yoga,61,Tuesday
2025-06-03 08:44:00,S0159,elliptical,28,Tuesday
2025-06-03 16:10:00,S0139,yoga,61,Tuesday
2025-06-03 09:40:00,S0150,weights,84,Tuesday
2025-06-03 19:41:00,S0172,yoga,33,Tuesday
2025-06-03 12:11:00,S0283,weights,74,Tuesday
2025-06-03 07:28:00,S0239,elliptical,64,Tuesday
2025-06-03 07:58:00,S0186,elliptical,87,Tuesday
2025-06-03 08:41:00,S0081,yoga,55,Tuesday
2025-06-03 19:26:00,S0050,elliptical,55,Tuesday
2025-06-03 16:49:00,S0129,weights,22,Tuesday
2025-06-03 08:05:00,S0036,treadmill,38,Tuesday
2025-06-03 19:28:00,S0246,swimming,75,Tuesday
2025-06-03 18:55:00,S0225,treadmill,47,Tuesday
2025-06-03 17:07:00,S0107,treadmill,74,Tuesday
2025-06-03 07:45:00,S0008,treadmill,34,Tuesday
2025-06-03 12:03:00,S0225,treadmill,45,Tuesday
2025-06-03 20:08:00,S0136,weights,89,Tuesday
2025-06-03 12:10:00,S0086,elliptical,46,Tuesday
2025-06-03 19:59:00,S0033,swimming,76,Tuesday
2025-06-03 18:57:00,S0138,yoga,48,Tuesday
2025-06-03 20:35:00,S0204,swimming,81,Tuesday
2025-06-03 18:23:00,S0184,treadmill,69,Tuesday
2025-06-04 18:08:00,S0291,swimming,37,Wednesday
2025-06-04 19:26:00,S0122,swimming,81,Wednesday
2025-06-04 06:42:00,S0176,weights,53,Wednesday
2025-06-04 16:18:00,S0074,swimming,81,Wednesday
2025-06-04 16:50:00,S0267,swimming,37,Wednesday
2025-06-04 09:17:00,S0229,swimming,86,Wednesday
2025-06-04 08:59:00,S0193,yoga,89,Wednesday
2025-06-04 12:59:00,S0285,yoga,32,Wednesday
2025-06-04 16:23:00,S0029,weights,72,Wednesday
2025-06-04 18:07:00,S0261,yoga,51,Wednesday
2025-06-04 17:03:00,S0261,treadmill,35,Wednesday
2025-06-04 17:49:00,S0070,weights,46,Wednesday
2025-06-04 07:30:00,S0209,treadmill,53,Wednesday
2025-06-04 17:49:00,S0140,treadmill,33,Wednesday
2025-06-04 17:46:00,S0186,elliptical,46,Wednesday
2025-06-04 06:43:00,S0228,treadmill,35,Wednesday
2025-06-04 08:02:00,S0239,weights,48,Wednesday
2025-06-04 18:56:00,S0122,elliptical,67,Wednesday
2025-06-04 19:01:00,S0047,weights,85,Wednesday
2025-06-04 18:46:00,S0257,yoga,63,Wednesday
2025-06-04 17:42:00,S0256,yoga,36,Wednesday
2025-06-04 17:40:00,S0287,yoga,71,Wednesday
2025-06-04 16:27:00,S0201,treadmill,38,Wednesday
2025-06-04 07:04:00,S0101,swimming,27,Wednesday
2025-06-04 19:00:00,S0203,elliptical,87,Wednesday
2025-06-04 18:20:00,S0005,weights,85,Wednesday
2025-06-04 12:44:00,S0146,swimming,28,Wednesday
2025-06-04 16:19:00,S0084,swimming,27,Wednesday
2025-06-04 12:08:00,S0220,elliptical,41,Wednesday
2025-06-04 18:13:00,S0168,yoga,43,Wednesday
2025-06-04 19:55:00,S0278,elliptical,43,Wednesday
2025-06-04 17:36:00,S0153,elliptical,52,Wednesday
2025-06-04 20:52:00,S0078,weights,35,Wednesday
2025-06-04 18:14:00,S0061,yoga,66,Wednesday
2025-06-04 19:18:00,S0013,elliptical,60,Wednesday
2025-06-04 12:42:00,S0255,swimming,88,Wednesday
2025-06-04 12:39:00,S0110,swimming,68,Wednesday
2025-06-04 07:22:00,S0200,elliptical,73,Wednesday
2025-06-04 09:38:00,S0058,yoga,73,Wednesday
2025-06-04 17:08:00,S0068,elliptical,89,Wednesday
2025-06-04 18:24:00,S0029,elliptical,40,Wednesday
2025-06-04 18:08:00,S0254,weights,42,Wednesday
2025-06-04 18:32:00,S0204,yoga,79,Wednesday
2025-06-04 09:00:00,S0165,swimming,58,Wednesday
2025-06-04 19:12:00,S0008,treadmill,37,Wednesday
2025-06-04 06:38:00,S0030,swimming,26,Wednesday
2025-06-04 08:09:00,S0282,elliptical,27,Wednesday
2025-06-04 08:24:00,S0240,swimming,57,Wednesday
2025-06-04 12:57:00,S0035,swimming,70,Wednesday
2025-06-04 19:57:00,S0193,swimming,53,Wednesday
2025-06-04 18:09:00,S0179,elliptical,67,Wednesday
2025-06-04 09:48:00,S0058,treadmill,49,Wednesday
2025-06-04 19:48:00,S0179,yoga,86,Wednesday
2025-06-04 12:14:00,S0081,swimming,76,Wednesday
2025-06-04 18:37:00,S0012,elliptical,43,Wednesday
2025-06-04 18:34:00,S0245,elliptical,71,Wednesday
2025-06-04 07:06:00,S0185,elliptical,41,Wednesday
2025-06-04 12:45:00,S0186,weights,36,Wednesday
2025-06-04 19:22:00,S0135,elliptical,75,Wednesday
2025-06-04 20:36:00,S0127,weights,39,Wednesday
2025-06-04 07:50:00,S0155,treadmill,84,Wednesday
2025-06-04 19:22:00,S0116,swimming,64,Wednesday
2025-06-04 19:25:00,S0164,yoga,82,Wednesday
2025-06-04 20:54:00,S0264,elliptical,39,Wednesday
2025-06-04 09:59:00,S0143,treadmill,58,Wednesday
2025-06-04 08:33:00,S0300,swimming,76,Wednesday
2025-06-04 07:19:00,S0268,elliptical,86,Wednesday
2025-06-04 09:27:00,S0126,treadmill,43,Wednesday
2025-06-04 12:28:00,S0029,yoga,86,Wednesday
2025-06-04 17:03:00,S0112,elliptical,83,Wednesday
2025-06-04 07:19:00,S0060,weights,29,Wednesday
2025-06-04 18:58:00,S0260,elliptical,47,Wednesday
2025-06-04 19:45:00,S0293,weights,28,Wednesday
2025-06-04 17:34:00,S0119,elliptical,43,Wednesday
2025-06-04 18:07:00,S0040,elliptical,28,Wednesday
2025-06-04 17:40:00,S0041,yoga,27,Wednesday
